;taxno;taxno1;taxno2;Number;Genus;taxon;species;Subspecies;full.name;Lifecycle;PLOIDY;no_ploidy_lev;more_ploidies;ploidy_level;holoploid;monoploid;NewAPGFamily;Order;HigherGroup;reg_nat_main;reg_nat_island;reg_nat_total;GloNAF_incidence;reg_no_invasive;GloNAF_invasive;glonaf_3group;ploidy_level;ploidy_level_single
Haworthia_vlokii;angiosperms;1angiosperms;2angiosperms;823;Haworthia;vlokii;Haworthia_vlokii;;Haworthia vlokii ;P;diploid;1;;2;23;11.5;Asphodelaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Haworthia_wittebergensis;angiosperms;1angiosperms;2angiosperms;823;Haworthia;wittebergensis;Haworthia_wittebergensis;;Haworthia wittebergensis ;P;diploid;1;;2;22.5;11.25;Asphodelaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Haworthia_woolleyi;angiosperms;1angiosperms;2angiosperms;823;Haworthia;woolleyi;Haworthia_woolleyi;;Haworthia woolleyi ;P;diploid;1;;2;29.6;14.8;Asphodelaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Haworthia_zantneriana;angiosperms;1angiosperms;2angiosperms;823;Haworthia;zantneriana;Haworthia_zantneriana;var. zantneriana Poelln.;Haworthia zantneriana var. zantneriana Poelln.;P;diploid;1;;2;23.1;11.55;Asphodelaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Haynaldia_villosa;angiosperms;1angiosperms;2angiosperms;1;Haynaldia;villosa;Haynaldia_villosa;;Haynaldia villosa ;A;diploid;1;;2;10.7;5.35;Poaceae;Poales;M;4;NA;4;1;NA;0;1;2;2
Hedera_canariensis;angiosperms;1angiosperms;2angiosperms;429;Hedera;canariensis;Hedera_canariensis;;Hedera canariensis ;P;diploid;1;;2;2.8;1.4;Araliaceae;Apiales;E;2;2;4;1;NA;0;1;2;2
Hedychium_coronarium;angiosperms;1angiosperms;2angiosperms;909;Hedychium;coronarium;Hedychium_coronarium;;Hedychium coronarium ;P;diploid;1;;2;2.14;1.07;Zingiberaceae;Zingiberales;E;86;25;111;1;42;1;2;2;2
Hedychium_stenopetalum;angiosperms;1angiosperms;2angiosperms;1010;Hedychium;stenopetalum;Hedychium_stenopetalum;;Hedychium stenopetalum ;;diploid;1;;2;1.9;0.95;Zingiberaceae;Zingiberales;E;NA;NA;NA;0;NA;0;0;2;2
Hedysarum_aucheri;angiosperms;1angiosperms;2angiosperms;363;Hedysarum;aucheri;Hedysarum_aucheri;;Hedysarum aucheri ;P;diploid;1;;2;5.7;2.85;Fabaceae;Fabales;E;NA;NA;NA;0;NA;0;0;2;2
Hedysarum_nitidum;angiosperms;1angiosperms;2angiosperms;363;Hedysarum;nitidum;Hedysarum_nitidum;;Hedysarum nitidum ;P;diploid;1;;2;5.4;2.7;Fabaceae;Fabales;E;NA;NA;NA;0;NA;0;0;2;2
Hedysarum_pestalozzae;angiosperms;1angiosperms;2angiosperms;363;Hedysarum;pestalozzae;Hedysarum_pestalozzae;;Hedysarum pestalozzae ;P;diploid;1;;2;5.5;2.75;Fabaceae;Fabales;E;NA;NA;NA;0;NA;0;0;2;2
Hedysarum_pycnostachyum;angiosperms;1angiosperms;2angiosperms;363;Hedysarum;pycnostachyum;Hedysarum_pycnostachyum;;Hedysarum pycnostachyum ;P;diploid;1;;2;4.7;2.35;Fabaceae;Fabales;E;NA;NA;NA;0;NA;0;0;2;2
Hedysarum_rotundifolium;angiosperms;1angiosperms;2angiosperms;363;Hedysarum;rotundifolium;Hedysarum_rotundifolium;;Hedysarum rotundifolium ;P;diploid;1;;2;6.8;3.4;Fabaceae;Fabales;E;NA;NA;NA;0;NA;0;0;2;2
Hedysarum_varium;angiosperms;1angiosperms;2angiosperms;363;Hedysarum;varium;Hedysarum_varium;;Hedysarum varium ;P;diploid;1;;2;4.9;2.45;Fabaceae;Fabales;E;NA;NA;NA;0;NA;0;0;2;2
Hechtia_argentea;angiosperms;1angiosperms;2angiosperms;829;Hechtia;argentea;Hechtia_argentea;;Hechtia argentea ;P;diploid;1;;2;1.617346939;0.808673469;Bromeliaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Hechtia_epigyna;angiosperms;1angiosperms;2angiosperms;575;Hechtia;epigyna;Hechtia_epigyna;;Hechtia epigyna ;P;diploid;1;;2;0.96;0.48;Bromeliaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Helianthus_agrestis;angiosperms;1angiosperms;2angiosperms;116;Helianthus;agrestis;Helianthus_agrestis;;Helianthus agrestis ;A;diploid;1;;2;25.9;12.95;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2;2
Helianthus_angustifolius;angiosperms;1angiosperms;2angiosperms;116;Helianthus;angustifolius;Helianthus_angustifolius;;Helianthus angustifolius ;P;diploid;1;;2;12.2;6.1;Asteraceae;Asterales;E;2;NA;2;1;NA;0;1;2;2
Helianthus_annuus;angiosperms;1angiosperms;2angiosperms;794;Helianthus;annuus;Helianthus_annuus;line HA 412 H0;Helianthus annuus line HA 412 H0;A;diploid;1;;2;7.34;3.67;Asteraceae;Asterales;E;97;11;108;1;4;1;2;2;2
Helianthus_anomalus;angiosperms;1angiosperms;2angiosperms;116;Helianthus;anomalus;Helianthus_anomalus;;Helianthus anomalus ;A;diploid;1;;2;11.2;5.6;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2;2
Helianthus_argophyllus;angiosperms;1angiosperms;2angiosperms;116;Helianthus;argophyllus;Helianthus_argophyllus;;Helianthus argophyllus ;A;diploid;1;;2;8.9;4.45;Asteraceae;Asterales;E;4;2;6;1;NA;0;1;2;2
Helianthus_arizonensis;angiosperms;1angiosperms;2angiosperms;1001;Helianthus;arizonensis;Helianthus_arizonensis;;Helianthus arizonensis ;P;diploid;1;;2;8.049370021;4.024685011;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2;2
Helianthus_atrorubens;angiosperms;1angiosperms;2angiosperms;1001;Helianthus;atrorubens;Helianthus_atrorubens;;Helianthus atrorubens ;P;diploid;1;;2;11.24436123;5.622180617;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2;2
Helianthus_bolanderi;angiosperms;1angiosperms;2angiosperms;116;Helianthus;bolanderi;Helianthus_bolanderi;;Helianthus bolanderi ;A;diploid;1;;2;8.8;4.4;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2;2
Helianthus_carnosus;angiosperms;1angiosperms;2angiosperms;1001;Helianthus;carnosus;Helianthus_carnosus;;Helianthus carnosus ;P;diploid;1;;2;12.30922601;6.154613005;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2;2
Helianthus_cusickii;angiosperms;1angiosperms;2angiosperms;1001;Helianthus;cusickii;Helianthus_cusickii;;Helianthus cusickii ;P;diploid;1;;2;9.005;4.5025;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2;2
Helianthus_debilis;angiosperms;1angiosperms;2angiosperms;116;Helianthus;debilis;Helianthus_debilis;subsp. cucumerifolius (T & G) Heiser;Helianthus debilis subsp. cucumerifolius (T & G) Heiser;A;diploid;1;;2;6.6;3.3;Asteraceae;Asterales;E;19;2;21;1;NA;0;1;2;2
Helianthus_deserticola;angiosperms;1angiosperms;2angiosperms;116;Helianthus;deserticola;Helianthus_deserticola;;Helianthus deserticola ;A;diploid;1;;2;11.5;5.75;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2;2
Helianthus_exilis;angiosperms;1angiosperms;2angiosperms;116;Helianthus;exilis;Helianthus_exilis;;Helianthus exilis ;A;diploid;1;;2;9.6;4.8;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2;2
Helianthus_floridanus;angiosperms;1angiosperms;2angiosperms;1001;Helianthus;floridanus;Helianthus_floridanus;;Helianthus floridanus ;P;diploid;1;;2;12.733104;6.366551998;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2;2
Helianthus_giganteus;angiosperms;1angiosperms;2angiosperms;116;Helianthus;giganteus;Helianthus_giganteus;;Helianthus giganteus ;P;diploid;1;;2;9.7;4.85;Asteraceae;Asterales;E;10;1;11;1;NA;0;1;2;2
Helianthus_glaucophyllus;angiosperms;1angiosperms;2angiosperms;1001;Helianthus;glaucophyllus;Helianthus_glaucophyllus;;Helianthus glaucophyllus ;P;diploid;1;;2;13.95502906;6.977514529;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2;2
Helianthus_gracilentus;angiosperms;1angiosperms;2angiosperms;1001;Helianthus;gracilentus;Helianthus_gracilentus;;Helianthus gracilentus ;P;diploid;1;;2;12.02148507;6.010742536;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2;2
Helianthus_grosseserratus;angiosperms;1angiosperms;2angiosperms;1001;Helianthus;grosseserratus;Helianthus_grosseserratus;;Helianthus grosseserratus ;P;diploid;1;;2;8.758047045;4.379023522;Asteraceae;Asterales;E;19;NA;19;1;NA;0;1;2;2
Helianthus_heterophyllus;angiosperms;1angiosperms;2angiosperms;116;Helianthus;heterophyllus;Helianthus_heterophyllus;;Helianthus heterophyllus ;P;diploid;1;;2;9.8;4.9;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2;2
Helianthus_laciniatus;angiosperms;1angiosperms;2angiosperms;1001;Helianthus;laciniatus;Helianthus_laciniatus;;Helianthus laciniatus ;P;diploid;1;;2;8.441942662;4.220971331;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2;2
Helianthus_longifolius;angiosperms;1angiosperms;2angiosperms;1001;Helianthus;longifolius;Helianthus_longifolius;;Helianthus longifolius ;P;diploid;1;;2;9.916666667;4.958333333;Asteraceae;Asterales;E;1;NA;1;1;NA;0;1;2;2
Helianthus_maximiliani;angiosperms;1angiosperms;2angiosperms;1001;Helianthus;maximiliani;Helianthus_maximiliani;;Helianthus maximiliani ;P;diploid;1;;2;8.730006563;4.365003282;Asteraceae;Asterales;E;29;1;30;1;NA;0;1;2;2
Helianthus_microcephalus;angiosperms;1angiosperms;2angiosperms;116;Helianthus;microcephalus;Helianthus_microcephalus;;Helianthus microcephalus ;P;diploid;1;;2;10.2;5.1;Asteraceae;Asterales;E;5;NA;5;1;NA;0;1;2;2
Helianthus_mollis;angiosperms;1angiosperms;2angiosperms;1001;Helianthus;mollis;Helianthus_mollis;;Helianthus mollis ;P;diploid;1;;2;9.879810052;4.939905026;Asteraceae;Asterales;E;13;NA;13;1;NA;0;1;2;2
Helianthus_neglectus;angiosperms;1angiosperms;2angiosperms;116;Helianthus;neglectus;Helianthus_neglectus;;Helianthus neglectus ;A;diploid;1;;2;6.4;3.2;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2;2
Helianthus_niveus;angiosperms;1angiosperms;2angiosperms;1001;Helianthus;niveus;Helianthus_niveus;;Helianthus niveus ;A;diploid;1;;2;8.824444444;4.412222222;Asteraceae;Asterales;E;5;NA;5;1;NA;0;1;2;2
Helianthus_nuttallii;angiosperms;1angiosperms;2angiosperms;1001;Helianthus;nuttallii;Helianthus_nuttallii;;Helianthus nuttallii ;P;diploid;1;;2;9.185318697;4.592659348;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2;2
Helianthus_occidentalis;angiosperms;1angiosperms;2angiosperms;1001;Helianthus;occidentalis;Helianthus_occidentalis;;Helianthus occidentalis ;P;diploid;1;;2;8.929428571;4.464714286;Asteraceae;Asterales;E;2;NA;2;1;NA;0;1;2;2
Helianthus_paradoxus;angiosperms;1angiosperms;2angiosperms;116;Helianthus;paradoxus;Helianthus_paradoxus;;Helianthus paradoxus ;A;diploid;1;;2;10.7;5.35;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2;2
Helianthus_petiolaris;angiosperms;1angiosperms;2angiosperms;116;Helianthus;petiolaris;Helianthus_petiolaris;subsp. fallax  Heiser;Helianthus petiolaris subsp. fallax  Heiser;A;diploid;1;;2;6.8;3.4;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2;2
Helianthus_porteri;angiosperms;1angiosperms;2angiosperms;1001;Helianthus;porteri;Helianthus_porteri;;Helianthus porteri ;P;diploid;1;;2;8.326689776;4.163344888;Asteraceae;Asterales;E;1;NA;1;1;NA;0;1;2;2
Helianthus_praecox;angiosperms;1angiosperms;2angiosperms;116;Helianthus;praecox;Helianthus_praecox;subsp. praecox Engelm. & Gray;Helianthus praecox subsp. praecox Engelm. & Gray;A;diploid;1;;2;7.1;3.55;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2;2
Helianthus_pumilus;angiosperms;1angiosperms;2angiosperms;1001;Helianthus;pumilus;Helianthus_pumilus;;Helianthus pumilus ;P;diploid;1;;2;9.321111111;4.660555556;Asteraceae;Asterales;E;1;NA;1;1;NA;0;1;2;2
Helianthus_radula;angiosperms;1angiosperms;2angiosperms;116;Helianthus;radula;Helianthus_radula;;Helianthus radula ;P;diploid;1;;2;11.8;5.9;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2;2
Helianthus_salicifolius;angiosperms;1angiosperms;2angiosperms;1001;Helianthus;salicifolius;Helianthus_salicifolius;;Helianthus salicifolius ;P;diploid;1;;2;8.8575;4.42875;Asteraceae;Asterales;E;5;1;6;1;NA;0;1;2;2
Helianthus_silphoides;angiosperms;1angiosperms;2angiosperms;1001;Helianthus;silphoides;Helianthus_silphoides;;Helianthus silphoides ;P;diploid;1;;2;11.85333333;5.926666667;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2;2
Helianthus_simulans;angiosperms;1angiosperms;2angiosperms;1001;Helianthus;simulans;Helianthus_simulans;;Helianthus simulans ;P;diploid;1;;2;12.98;6.49;Asteraceae;Asterales;E;5;NA;5;1;NA;0;1;2;2
Helianthus_verticilatus;angiosperms;1angiosperms;2angiosperms;1001;Helianthus;verticilatus;Helianthus_verticilatus;;Helianthus verticilatus ;P;diploid;1;;2;9.168333333;4.584166667;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2;2
Helicia_australasica;angiosperms;1angiosperms;2angiosperms;835;Helicia;australasica;Helicia_australasica;;Helicia australasica ;P;diploid;1;;2;2.54;1.27;Proteaceae;Proteales;E;NA;NA;NA;0;NA;0;0;2;2
Helicia_nortoniana;angiosperms;1angiosperms;2angiosperms;835;Helicia;nortoniana;Helicia_nortoniana;;Helicia nortoniana ;P;diploid;1;;2;2.72;1.36;Proteaceae;Proteales;E;NA;NA;NA;0;NA;0;0;2;2
Heliconia_bihai;angiosperms;1angiosperms;2angiosperms;829;Heliconia;bihai;Heliconia_bihai;;Heliconia bihai ;P;diploid;1;;2;0.966326531;0.483163265;Heliconiaceae;Zingiberales;M;NA;2;2;1;NA;0;1;2;2
Heliconia_mariae;angiosperms;1angiosperms;2angiosperms;829;Heliconia;mariae;Heliconia_mariae;;Heliconia mariae ;P;diploid;1;;2;0.960204082;0.480102041;Heliconiaceae;Zingiberales;M;NA;NA;NA;0;NA;0;0;2;2
Heliconia_rostrata;angiosperms;1angiosperms;2angiosperms;379;Heliconia;rostrata;Heliconia_rostrata;;Heliconia rostrata ;P;diploid;1;;2;0.9;0.45;Heliconiaceae;Zingiberales;M;1;1;2;1;NA;0;1;2;2
Helictotrichon_pubescens;angiosperms;1angiosperms;2angiosperms;283;Helictotrichon;pubescens;Helictotrichon_pubescens;;Helictotrichon pubescens ;P;diploid;1;;2;12.6;6.3;Poaceae;Poales;M;8;4;12;1;NA;0;1;2;2
Helleborus_argutifolius;angiosperms;1angiosperms;2angiosperms;383;Helleborus;argutifolius;Helleborus_argutifolius;;Helleborus argutifolius ;P;diploid;1;;2;18.9;9.45;Ranunculaceae;Ranunculales;E;NA;3;3;1;NA;0;1;2;2
Helleborus_atrorubens;angiosperms;1angiosperms;2angiosperms;383;Helleborus;atrorubens;Helleborus_atrorubens;'Cupreus';Helleborus atrorubens 'Cupreus';P;diploid;1;;2;29.6;14.8;Ranunculaceae;Ranunculales;E;NA;NA;NA;0;NA;0;0;2;2
Helleborus_cyclophyllus;angiosperms;1angiosperms;2angiosperms;383;Helleborus;cyclophyllus;Helleborus_cyclophyllus;;Helleborus cyclophyllus ;P;diploid;1;;2;29.9;14.95;Ranunculaceae;Ranunculales;E;NA;NA;NA;0;NA;0;0;2;2
Helleborus_dumetorum;angiosperms;1angiosperms;2angiosperms;383;Helleborus;dumetorum;Helleborus_dumetorum;;Helleborus dumetorum ;P;diploid;1;;2;32.4;16.2;Ranunculaceae;Ranunculales;E;1;NA;1;1;NA;0;1;2;2
Helleborus_foetidus;angiosperms;1angiosperms;2angiosperms;383;Helleborus;foetidus;Helleborus_foetidus;'Wester Flisk';Helleborus foetidus 'Wester Flisk';P;diploid;1;;2;23.3;11.65;Ranunculaceae;Ranunculales;E;10;2;12;1;NA;0;1;2;2
Helleborus_lividus;angiosperms;1angiosperms;2angiosperms;383;Helleborus;lividus;Helleborus_lividus;;Helleborus lividus ;P;diploid;1;;2;19;9.5;Ranunculaceae;Ranunculales;E;NA;NA;NA;0;NA;0;0;2;2
Helleborus_multifidus;angiosperms;1angiosperms;2angiosperms;383;Helleborus;multifidus;Helleborus_multifidus;subsp. hercegovinus (Martinis) B.Mathew;Helleborus multifidus subsp. hercegovinus (Martinis) B.Mathew;P;diploid;1;;2;29.6;14.8;Ranunculaceae;Ranunculales;E;NA;NA;NA;0;NA;0;0;2;2
Helleborus_odorus;angiosperms;1angiosperms;2angiosperms;803;Helleborus;odorus;Helleborus_odorus;;Helleborus odorus ;P;diploid;1;;2;28.6;14.3;Ranunculaceae;Ranunculales;E;NA;NA;NA;0;NA;0;0;2;2
Helleborus_orientalis;angiosperms;1angiosperms;2angiosperms;383;Helleborus;orientalis;Helleborus_orientalis;subsp. Orientalis;Helleborus orientalis subsp. Orientalis;P;diploid;1;;2;29.7;14.85;Ranunculaceae;Ranunculales;E;4;4;8;1;NA;0;1;2;2
Helleborus_purpurascens;angiosperms;1angiosperms;2angiosperms;803;Helleborus;purpurascens;Helleborus_purpurascens;;Helleborus purpurascens ;P;diploid;1;;2;31.3;15.65;Ranunculaceae;Ranunculales;E;NA;NA;NA;0;NA;0;0;2;2
Helleborus_thibetanus;angiosperms;1angiosperms;2angiosperms;383;Helleborus;thibetanus;Helleborus_thibetanus;;Helleborus thibetanus ;P;diploid;1;;2;35.7;17.85;Ranunculaceae;Ranunculales;E;NA;NA;NA;0;NA;0;0;2;2
Helleborus_torquatus;angiosperms;1angiosperms;2angiosperms;383;Helleborus;torquatus;Helleborus_torquatus;'Dido' (double flowers);Helleborus torquatus 'Dido' (double flowers);P;diploid;1;;2;29.8;14.9;Ranunculaceae;Ranunculales;E;NA;NA;NA;0;NA;0;0;2;2
Helleborus_vesicarius;angiosperms;1angiosperms;2angiosperms;383;Helleborus;vesicarius;Helleborus_vesicarius;;Helleborus vesicarius ;P;diploid;1;;2;28.3;14.15;Ranunculaceae;Ranunculales;E;NA;NA;NA;0;NA;0;0;2;2
Helleborus_viridis;angiosperms;1angiosperms;2angiosperms;383;Helleborus;viridis;Helleborus_viridis;subsp. Viridis;Helleborus viridis subsp. Viridis;P;diploid;1;;2;30.4;15.2;Ranunculaceae;Ranunculales;E;16;NA;16;1;NA;0;1;2;2
Helonias_bullata;angiosperms;1angiosperms;2angiosperms;811;Helonias;bullata;Helonias_bullata;;Helonias bullata ;P;diploid;1;;2;6.37;3.185;Francoaceae;Liliales;M;NA;NA;NA;0;NA;0;0;2;2
Heloniopsis_kawanoi;angiosperms;1angiosperms;2angiosperms;811;Heloniopsis;kawanoi;Heloniopsis_kawanoi;;Heloniopsis kawanoi ;P;diploid;1;;2;7.27;3.635;Francoaceae;Liliales;M;NA;NA;NA;0;NA;0;0;2;2
Heloniopsis_koreana;angiosperms;1angiosperms;2angiosperms;811;Heloniopsis;koreana;Heloniopsis_koreana;;Heloniopsis koreana ;P;diploid;1;;2;5.01;2.505;Francoaceae;Liliales;M;NA;NA;NA;0;NA;0;0;2;2
Heloniopsis_leucantha;angiosperms;1angiosperms;2angiosperms;811;Heloniopsis;leucantha;Heloniopsis_leucantha;;Heloniopsis leucantha ;P;diploid;1;;2;8;4;Francoaceae;Liliales;M;NA;NA;NA;0;NA;0;0;2;2
Heloniopsis_orientalis;angiosperms;1angiosperms;2angiosperms;811;Heloniopsis;orientalis;Heloniopsis_orientalis;;Heloniopsis orientalis ;P;diploid;1;;2;6.3;3.15;Francoaceae;Liliales;M;NA;NA;NA;0;NA;0;0;2;2
Heloniopsis_tubiflora;angiosperms;1angiosperms;2angiosperms;811;Heloniopsis;tubiflora;Heloniopsis_tubiflora;;Heloniopsis tubiflora ;P;diploid;1;;2;4.99;2.495;Francoaceae;Liliales;M;NA;NA;NA;0;NA;0;0;2;2
Heloniopsis_umbellata;angiosperms;1angiosperms;2angiosperms;811;Heloniopsis;umbellata;Heloniopsis_umbellata;;Heloniopsis umbellata ;P;diploid;1;;2;9.5;4.75;Francoaceae;Liliales;M;NA;NA;NA;0;NA;0;0;2;2
Hemerocallis_lilioasphodelus;angiosperms;1angiosperms;2angiosperms;829;Hemerocallis;lilioasphodelus;Hemerocallis_lilioasphodelus;;Hemerocallis lilioasphodelus ;P;diploid;1;;2;7.784693878;3.892346939;Asphodelaceae;Asparagales;M;37;7;44;1;NA;0;1;2;2
Hepatica_acutiloba;angiosperms;1angiosperms;2angiosperms;495;Hepatica;acutiloba;Hepatica_acutiloba;;Hepatica acutiloba ;P;diploid;1;;2;40.3;20.15;Ranunculaceae;Ranunculales;E;NA;NA;NA;0;NA;0;0;2;2
Hepatica_americana;angiosperms;1angiosperms;2angiosperms;495;Hepatica;americana;Hepatica_americana;;Hepatica americana ;P;diploid;1;;2;40.2;20.1;Ranunculaceae;Ranunculales;E;NA;NA;NA;0;NA;0;0;2;2
Hepatica_asiatica;angiosperms;1angiosperms;2angiosperms;495;Hepatica;asiatica;Hepatica_asiatica;;Hepatica asiatica ;P;diploid;1;;2;42.2;21.1;Ranunculaceae;Ranunculales;E;NA;NA;NA;0;NA;0;0;2;2
Hepatica_falconeri;angiosperms;1angiosperms;2angiosperms;495;Hepatica;falconeri;Hepatica_falconeri;;Hepatica falconeri ;P;diploid;1;;2;30.2;15.1;Ranunculaceae;Ranunculales;E;NA;NA;NA;0;NA;0;0;2;2
Hepatica_insularis;angiosperms;1angiosperms;2angiosperms;495;Hepatica;insularis;Hepatica_insularis;;Hepatica insularis ;P;diploid;1;;2;41.7;20.85;Ranunculaceae;Ranunculales;E;NA;NA;NA;0;NA;0;0;2;2
Hepatica_maxima;angiosperms;1angiosperms;2angiosperms;495;Hepatica;maxima;Hepatica_maxima;;Hepatica maxima ;P;diploid;1;;2;41.7;20.85;Ranunculaceae;Ranunculales;E;NA;NA;NA;0;NA;0;0;2;2
Heracleum_mantegazziannum;angiosperms;1angiosperms;2angiosperms;630;Heracleum;mantegazziannum;Heracleum_mantegazziannum;;Heracleum mantegazziannum ;P;diploid;1;;2;3.56;1.78;Apiaceae;Apiales;E;62;16;78;1;30;1;2;2;2
Heracleum_sphondylium;angiosperms;1angiosperms;2angiosperms;634;Heracleum;sphondylium;Heracleum_sphondylium;;Heracleum sphondylium ;P;diploid;1;;2;4.37;2.185;Apiaceae;Apiales;E;19;4;23;1;NA;0;1;2;2
Herbertia_crosae;angiosperms;1angiosperms;2angiosperms;841;Herbertia;crosae;Herbertia_crosae;;Herbertia crosae ;P;diploid;1;;2;4.13;2.065;Iridaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Herbertia_darwinii;angiosperms;1angiosperms;2angiosperms;841;Herbertia;darwinii;Herbertia_darwinii;;Herbertia darwinii ;P;diploid;1;;2;4.6;2.3;Iridaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Herbertia_zebrina;angiosperms;1angiosperms;2angiosperms;841;Herbertia;zebrina;Herbertia_zebrina;;Herbertia zebrina ;P;diploid;1;;2;4.69;2.345;Iridaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Herminium_gramineum;angiosperms;1angiosperms;2angiosperms;250;Herminium;gramineum;Herminium_gramineum;;Herminium gramineum ;P;diploid;1;;2;14.8;7.4;Orchidaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Herniaria_glabra;angiosperms;1angiosperms;2angiosperms;465;Herniaria;glabra;Herniaria_glabra;;Herniaria glabra ;AP;diploid;1;;2;1.05;0.525;Caryophyllaceae;Caryophyllales;E;13;1;14;1;NA;0;1;2;2
Herreria_salsaparilha;angiosperms;1angiosperms;2angiosperms;878;Herreria;salsaparilha;Herreria_salsaparilha;;Herreria salsaparilha ;P;diploid;1;;2;5.48;2.74;Asparagaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Hesperantha_bachmannii;angiosperms;1angiosperms;2angiosperms;137;Hesperantha;bachmannii;Hesperantha_bachmannii;;Hesperantha bachmannii ;P;diploid;1;;2;1;0.5;Iridaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Hesperoxiphion_herrerae;angiosperms;1angiosperms;2angiosperms;268;Hesperoxiphion;herrerae;Hesperoxiphion_herrerae;;Hesperoxiphion herrerae ;P;diploid;1;;2;2.7;1.35;Iridaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Hesperoxiphion_huilense;angiosperms;1angiosperms;2angiosperms;268;Hesperoxiphion;huilense;Hesperoxiphion_huilense;;Hesperoxiphion huilense ;P;diploid;1;;2;8.8;4.4;Iridaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Hesperoxiphion_peruvianum;angiosperms;1angiosperms;2angiosperms;268;Hesperoxiphion;peruvianum;Hesperoxiphion_peruvianum;;Hesperoxiphion peruvianum ;P;diploid;1;;2;2.7;1.35;Iridaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Heteranthelium_piliferum;angiosperms;1angiosperms;2angiosperms;108;Heteranthelium;piliferum;Heteranthelium_piliferum;;Heteranthelium piliferum ;A;diploid;1;;2;9;4.5;Poaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Hevea_brasiliensis;angiosperms;1angiosperms;2angiosperms;270;Hevea;brasiliensis;Hevea_brasiliensis;;Hevea brasiliensis ;P;diploid;1;;2;4.3;2.15;Euphorbiaceae;Malpighiales;E;7;6;13;1;NA;0;1;2;2
Hevea_camargoana;angiosperms;1angiosperms;2angiosperms;270;Hevea;camargoana;Hevea_camargoana;;Hevea camargoana ;P;diploid;1;;2;4.2;2.1;Euphorbiaceae;Malpighiales;E;7;6;13;1;NA;0;1;2;2
Hexaglottis_namaquana;angiosperms;1angiosperms;2angiosperms;137;Hexaglottis;namaquana;Hexaglottis_namaquana;;Hexaglottis namaquana ;P;diploid;1;;2;17.9;8.95;Iridaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Hicksbeachia_pinnatifolia;angiosperms;1angiosperms;2angiosperms;835;Hicksbeachia;pinnatifolia;Hicksbeachia_pinnatifolia;;Hicksbeachia pinnatifolia ;P;diploid;1;;2;3.39;1.695;Proteaceae;Proteales;E;NA;NA;NA;0;NA;0;0;2;2
Hieracium_cordifolium;angiosperms;1angiosperms;2angiosperms;641;Hieracium;cordifolium;Hieracium_cordifolium;;Hieracium cordifolium ;P;diploid;1;;2;7.18;3.59;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2;2
Hieracium_eriophorum;angiosperms;1angiosperms;2angiosperms;641;Hieracium;eriophorum;Hieracium_eriophorum;;Hieracium eriophorum ;P;diploid;1;;2;8.55;4.275;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2;2
